id,age,sex,race,educ,dipged,paeduc,maeduc,speduc,sei10,conrinc,coninc,degree,padeg,madeg,spdeg,citizen,born,year,cohort,spsei10,pasei10,masei10,childs,immcrime,abany,abdefect,abhlth,abnomore,abpoor,abrape,absingle,accptoth,acqntsex,actassoc,actlaw,adults,advfront,affctlaw,affrmact,aged,aidscndm,aidslook,amancstr,ambetter,ambornin,amchrstn,amcit,amcitizn,amcult,amenglsh,amfeel,amgovt,amlived,amownway,amproud1,amshamed,amsports,amtv,arthrtis,astrolgy,astrosci,attend,attrally,avoidbuy,babies,backpain,balneg,balpos,befair,belikeus,bettrlfe,betrlang,bible,bigbang,boyorgrl,buypol,buyvalue,cantrust,cappun,careself,carried,chldidel,chngeoth,chngtme,choices,citworld,class,closeblk,closewht,clsenoam,clsestat,clsetown,clseusa,cntctgov,colath,colcom,coldeg1,colhomo,colmil,colmslm,colrac,colsci,colscinm,compperf,comprend,compuse,conarmy,conbus,conclerg,condemnd,condom,condrift,coneduc,confed,confinan,conjudge,conlabor,conlegis,conmedic,conpress,consci,contv,corruptn,courts,cowrkhlp,cowrkint,crack30,crimlose,cutahead,decsorgs,defpensn,dem10fut,dem10pst,demtoday,denom,denom16,depress,diabetes,directns,discaff,discaffm,discaffw,discpol,divlaw,divorce,dwelown,earnrs,earthsun,effctsup,elecfair,electron,elecvote,emailhr,emailmin,empinput,emptrain,eqwlth,esop,ethnic,evcrack,evidu,evolved,evpaidsx,evstray,evwork,excldimm,expdesgn,exptext,extrapay,extrayr,fair,fairearn,famgen,family16,famvswk,famwkoff,fear,fechld,feelevel,feeused,fefam,fehire,fejobaff,fepol,fepresch,finalter,finrela,forland,form,freetrde,fringeok,frndsex,fucitzn,fund,fund16,getahead,givblood,givchrty,givhmlss,givseat,god,goodlife,govdook,granborn,grass,grpother,grpparty,grprelig,grpsprts,grpwork,gunlaw,gvtrghts,handmove,hapcohab,hapmar,happy,haveinfo,health,health1,hefinfo,height,helpaway,helpblk,helpful,helphwrk,helpjob,helpnot,helpoth,helppoor,helpsick,helpusa,helpwrld,hhtype,hhtype1,hispanic,hivkiss,hivtest,hivtest1,hivtest2,hivvac,hlpequip,hlthall,hlthdays,homosex,hompop,hotcore,hrs1,hrs2,hrsrelax,hsbio,hschem,hsmath,hsphys,hunt,hurtatwk,hvylift,hyperten,idu30,if08who,if12who,ifwrong,immameco,immassim,immcult,immeduc,immideas,immjobs,immrghts,imports,incom16,income,income06,indperf,intecon,inteduc,intenvir,interpol,intfarm,intintl,intlblks,intlincs,intlwhts,intmed,intmil,intrhome,intsci,intspace,inttech,jobfind,jobfind1,jobhour,jobinc,joblose,jobmeans,jobpromo,jobsec,jobsecok,joindem,kidssol,knowschd,knowwhat,laidoff,lasers,learnnew,leftrght,lentto,lessprd,letdie1,letin1,letin1a,libath,libcom,libhomo,libmil,libmslm,librac,life,liveblks,livewhts,loanitem,localnum,maind10,major1,major2,majorcol,manvsemp,maocc10,marasian,marblk,marhisp,marhomo,marital,martype,marwht,matesex,mawrkgrw,mawrkslf,meltpot1,meovrwrk,mincult,misswork,mntlhlth,mobile16,mode,moredays,mustwork,nafta1,nafta2a,nataid,nataidy,natarms,natarmsy,natchld,natcity,natcityy,natcrime,natcrimy,natdrug,natdrugy,nateduc,nateducy,natenrgy,natenvir,natenviy,natfare,natfarey,natheal,nathealy,natmass,natpark,natrace,natracey,natroad,natsci,natsoc,natspac,natspacy,news,newsfrom,nextgen,notvote,ntcitvte,ntwkhard,numemps,nummen,numorg,numwomen,obey,obeylaws,opdevel,oppsegov,oth16,other,othersex,othjew,othlang,othlang1,othlang2,othreasn,othshelp,oversamp,overwork,owngun,ownstock,paidsex,painarms,paind10,paocc10,parborn,parcit,parsol,partfull,partners,partnrs5,partteam,partyid,patriot1,patriot2,patriot3,patriot4,pawrkslf,paytaxes,peocntct,peoptrbl,phase,phone,physhlth,pikupsex,pillok,pistol,polabuse,polactve,polattak,poleff11,poleff18,poleff19,poleff20,polescap,polfunds,polgreed,polhitok,polint1,polinter,polmurdr,polnews,polopts,polviews,popespks,popular,pornlaw,posslq,posslqy,postlife,powrorgs,pray,prayer,premarsx,pres08,pres12,preteen,prodctiv,promtefr,promteok,proudart,prouddem,proudeco,proudemp,proudgrp,proudhis,proudmil,proudpol,proudsci,proudspt,proudsss,racdif1,racdif2,racdif3,racdif4,raclive,racmeet,racopen,racwork,radioact,rank,ratetone,realinc,realrinc,reborn,refrndms,reg16,relactiv,relatsex,relig,relig16,reliten,relmeet,relpersn,res16,respect,respnum,retchnge,revmeet,rghtsmin,richwork,rifle,rincblls,rincom06,rincome,rowngun,safefrst,safehlth,safetywk,satfin,satjob,satjob1,savesoul,scibnfts,scifrom,scinews1,scinews2,scinews3,scistudy,scitext,secondwk,sector,seeksci,selffrst,selfless,servepeo,sexeduc,sexfreq,sexornt,sexsex,sexsex5,shortcom,shotgun,sibs,signdpet,size,slpprblm,socbar,socfrend,socommun,socrel,solarrev,solok,spanking,spden,spdipged,spevwork,spfund,sphrs1,sphrs2,spind10,spkath,spkcom,spkhomo,spklang,spkmil,spkmslm,spkrac,spocc10,spother,sprel,sprtprsn,spsector,spvtrfair,spwrkslf,spwrksta,stockops,stockval,stress,stress12,strredpg,suicide1,suicide2,suicide3,suicide4,supcares,suprvsjb,suphelp,talkedto,talkspvs,tax,teamsafe,teens,teensex,thnkself,toofast,toofewwk,trdestck,trdunion,trust,trustman,trynewjb,tvhours,unemp,union,unrelat,uscitzn,usedup,usemedia,useskill,usetech,usewww,uswar,uswary,valgiven,vetyears,viruses,visitors,voedcol,voednme1,voedncol,voednme2,volchrty,volmonth,vote08,vote12,voteelec,watchgov,waypaid,wealth,webmob,weekswrk,weight,whencol,whenhs,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,whywkhme,widowed,wkageism,wkcontct,wkdecide,wkfreedm,wkharoth,wkharsex,wkpraise,wkracism,wksexism,wksmooth,wksub,wksubs,wksup,wksups,wkvsfam,wlthblks,wlthwhts,workblks,workdiff,workfast,workfor1,workhard,workwhts,wrkgovt,wrkhome,wrksched,wrkslf,wrkstat,wrktime,wrktype,wrkwayup,wrldgovt,wwwhr,wwwmin,xmarsex,xmovie,xnorcsiz,yearsjob,yearval
11,43,2,3,5,,2,0,6,,,8313.75,0,0,0,0,2,2,2014,1971,12.6,39.9,,2,4,2,2,2,2,2,2,2,5,,,,5,,,,1,1,1,1,2,1,3,1,1,3,1,1,2,1,,5,2,1,,,,,7,,,0,,,,,2,,1,1,,,,,,2,2,5,,,,,3,2,5,5,3,3,4,3,,5,5,,5,4,5,4,,,,3,,2,3,2,,2,,2,2,,,2,2,2,3,,2,,2,,,,,4,,,,,,,,,,5,,,,,,2,,1,,,,,,,,,,1,,17,2,2,,2,2,2,4,,,,,2,,1,1,,,2,,50,1,,,,,,1,,,1,,,,2,2,2,,6,4,4,4,6,,,4,2,,,,,,1,,,,2,2,,3,,3,,5,5,1,3,6,1,2,1,1,,,104,1,2,2,2,,,1,,,,1,5,,,,,,,,,4,,,,,1,1,3,1,2,3,2,1,4,3,,1,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,6,1,,,3,2,2,2,2,1,2,2,,,5,,,,,,,,,,,4,1,1,,1,2,,1,,3,,,3,2,,,4,,2,,2,,2,2,,2,,3,,2,,3,2,,2,,2,,2,2,2,,2,3,2,2,,,,,,,,,1,,0,3,,,,,,,,1,106,,,2,1,,2,,,,170,205,8,4,2,,1,1,,3,1,3,4,4,1,,,2,1,3,,,,2,2,,2,,,,,2,,,2,,,2,,,6,1,5,2,1,,2,3,2,,,,,0,,,,3,3,3,,,3,3,3,3,3,3,,,,,1,,2,,,5,,5321.25,,2,,0,5,1,2,2,1,,2,2,,4,6,,,,2,,,,,,,,2,3,,1,,,,,,,,,,,2,5,,,3,3,1,1,4,2,9,,24,,,,,,,,,,,,2,40,,9290,2,2,2,1,1,2,1,4230,,2,2,,,1,1,,,,,,,,,,,,,6,,2,,0,,4,,,,,2,,,,2,4,4,2,,,,,,,,25,0,,0,,,,,4,1,2,2,,,,,,0,,,,1,2,1,2,2,2,,2,,,,,,,,,,,2,,2,,,,,,,,,1,,,,,,7,,,,,,,1,2,2,,
12,56,1,1,11,,12,12,,32,,8313.75,0,1,1,,1,1,2014,1958,,38.8,84.2,0,1,2,,,2,2,,2,6,,,,1,,,4,,,,3,2,1,2,1,2,1,1,4,3,2,2,1,1,2,1,,,,0,,,0,,,,,4,,,1,,,,,,,5,6,8,,,,1,2,5,5,2,2,3,2,,4,4,,4,4,5,4,,,,1,2,,,,,2,,,,,,,,,,,,,3,,,,,6,2,,,,,,,,,6,3,3,,,1,,2,0,,,,,,,,,,,,15,2,2,,2,3,1,1,,,,,,,1,1,,,1,2,20,1,3,,4,2,3,2,5,4,1,2,,,,2,2,1,6,6,6,6,6,,,0,,,,,,,1,,,,,3,,4,,1,,6,,,6,6,,,,,,,1,4,1,,2,,,,,,,4,1,,,,,,,,,4,,,,,3,3,2,5,3,1,4,5,1,5,1,2,9,9,,,,,,,,7,2,7,,,,,,,,,5,1,,3,2,4,,,,,,,,,,6,1,1,5,5,2,1,2,2,1,2,3,3,3,6,,8190,,,,,3255,3,3,3,1,5,,3,,1,2,2,3,3,,,2,1,,,4,,3,,1,,1,2,,2,,1,,1,,1,3,,3,,3,,1,1,1,,1,3,1,1,,5,,,,,,,0,,,,,,,,,,,2,,,,1,1,,2,,,,3360,5700,0,1,,,0,0,,3,2,2,2,4,2,,,3,1,3,,,2,2,,,,,,,,,,,,,,,,,4,3,,,4,,1,2,3,2,4,,,0,,,,1,4,4,,2,1,1,3,1,1,2,1,2,1,1,1,,1,,,8,1,5321.25,,2,,2,1,1,2,2,2,,2,1,,1,6,,,,2,,,,,,,,2,,,2,,,,,,,,,,,4,2,,1,0,3,,,1,2,5,,24,,7,2,7,5,,,2,,,,,,,,2,2,1,,1,2,1,,,,3,,,,,,,,,,1,2,2,2,,,,4,,2,,0,2,,,,,,,,,10,,,,,,,,,,,2,0,0,,0,,,1,10,6,2,2,2,,,,,2,0,,,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,7,5,4,,,,,4,2,,,2,8,,,1,1,,,1,,2,,
13,69,1,1,8,,4,8,,23.3,,13856.25,0,0,0,,,1,2014,1945,,18.6,,5,,2,1,1,1,1,1,2,,,1,2,1,,2,3,,1,1,,,,,,,,,,,,,,,,,,,,3,4,4,0,,,,2,,,,1,,,1,,3,1,,,5,4,,3,,2,5,9,,,,,4,4,4,,5,4,5,4,,,,2,2,,,,,1,,,,,,,,,,,,3,2,,,,,,,,,5,5,70,70,,,,2,,,4,1,,2,0,,,2,,2,,,,,,,30,2,2,,2,2,1,,,,,,,,1,1,,,1,3,75,1,2,1,,2,2,2,1,,2,,,,,2,2,1,,,,,6,,2,0,,4,4,4,4,4,1,7,,,,2,,2,,1,,,,,,,,,,,7,7,1,4,1,1,1,201306,1,,,7,,1,1,,,,,,,,,4,,,,,1,1,,,,,,,,,,2,10,12,,,,,,,,4,,7,,,,,,,,,4,2,,1,3,5,,4,,,,,,,,,,1,5,,2,1,1,2,1,2,2,4,2,,,,,,,,,3,5,4,5,3,,1,,2,,,1,,,,1,1,,,,,,3,,1,1,,2,,1,,1,,1,2,,1,,1,,1,3,1,,2,2,1,1,,3,1,,,7,7,,,0,,3,,7,,,,,,,2,,,1,,1,,2,,,,1880,8710,0,,,,0,0,,3,,,,,2,7,3,,1,6,,,1,2,,3,,3,3,3,3,,4,2,,4,4,,2,7,3,,,,,4,1,,3,2,4,,,0,,,,,,,,,,,,,,,2,2,1,1,1,3,2,,,3,1,8868.75,,1,3,2,3,1,1,1,1,,2,4,,1,,4,7,,2,,,,,,,,3,,,1,,,,,,,,,,,,,3,1,0,3,,,,2,3,4,24,,7,2,1,1,,7,4,,,,,,,,1,2,2,,1,2,1,,,,2,,,,,,,,,,1,2,2,2,,,,,,1,,0,1,,,,,,,,,4,,,,,,4,,,,,1,,0,,0,,,,,,,2,2,1,7,,,2,0,,,,2,2,2,2,2,1,,2,,,,,,,,,,,,,,,,5,1,7,,,,,4,2,,,2,5,,,2,,,,1,,2,,
14,40,2,1,11,2,,12,11,42.9,17551.25,17551.25,1,,1,1,1,1,2014,1974,20.7,,43.9,2,3,1,1,1,1,1,1,1,3,,,,2,,,4,,,,3,2,1,,1,1,4,1,4,1,1,,1,4,2,4,2,,,0,,,0,2,,,,4,,,2,,,,,,1,4,6,2,,4,,4,1,7,7,4,3,3,3,,4,5,,4,4,5,4,,,,1,1,,,,2,,,,,,,,,,,,,,2,2,2,,,6,3,,,,,,,2,2,3,2,3,,,1,2,2,1,,3,,,,1,0,,,,,14,,,,,,,1,,,,,,2,1,5,3,4,2,3,20,1,3,,1,2,3,2,1,4,1,2,2,,,2,2,1,6,6,6,6,6,,,0,,,,,,,1,,2,,1,2,2,2,3,2,65,6,,,6,6,,,,,,,3,1,1,,,,,,2,,0,4,2,,37,,4,,,,,4,1,1,2,,,,2,4,2,2,2,4,1,4,2,2,11,14,,,,,,,,5,3,5,,,,,,,3,3,5,2,4,4,1,3,2,,,3,2,2,,2,,6,4,1,4,5,2,2,2,2,1,2,2,3,3,6,4,1590,,,,3,8965,1,1,1,1,1,1,3,,1,2,2,4,4,0,0,1,1,0,2,3,,3,,3,,1,2,,2,,1,,2,,2,2,,3,,2,,2,1,2,,1,2,1,3,,2,,,,,0,,,,,,,2,,,,,,2,,,,2,1,3,2,,,2,,,0,1,,1,,,1,1,1,2,2,4,,,,2,1,3,0,,1,2,,,,,,,,,,,,,,,,,3,3,,,1,,1,2,5,2,4,1,1,0,1,3,4,2,2,2,1,3,1,2,2,2,2,3,2,2,2,2,1,,2,3,,4,1,11233.75,11233.75,2,,2,1,,2,2,2,,3,4,1,2,6,,,2,2,2,14,11,,1,1,1,3,2,2,2,,,,,,,,2,,,4,2,,1,,,,,2,2,2,,24,1,5,3,6,2,,,1,,2,,3,,,8290,1,1,1,,1,2,1,4220,,4,3,,2,2,4,,,3,1,1,1,2,2,2,2,2,2,1,4,1,1,0,1,,,1,,1,,1,1,2,,,0,,2,,2,60,,,1,0,0,,0,,,2,,6,2,1,1,,,2,,,52,156,,,2,2,2,2,2,1,,2,2,1,2,2,2,2,1,2,2,1,1,3,2,,3,5,5,4,2,3,,,4,2,1,1,2,1,2,5,1,4,2,0,1,,2,10,
15,25,2,1,16,1,12,,,26.9,20322.5,20322.5,1,1,,,1,1,2014,1989,,32,,0,4,,,,,,,,2,1,,,3,1,,4,2,1,1,3,2,1,4,1,1,4,1,1,1,3,5,1,1,2,4,,1,2,2,,,0,,,1,,3,2,,2,1,1,,,,1,3,4,2,,,,4,2,,,1,2,2,1,,,,,,,,,1,1,,1,1,2,1,2,,2,1,2,2,2,2,1,2,2,3,1,2,,2,,,,,4,2,,,,,,,,,4,,4,,,1,,2,1,2,,,1,,8,0,,,1,,15,2,2,1,2,3,1,4,2,1,,,3,,1,4,,,,4,50,1,2,,3,2,3,3,3,4,1,1,,2,,2,2,,6,4,3,6,3,4,,2,2,,,,,,,,,,,2,,,,2,,3,5,2,3,3,2,3,1,1,,,27,3,1,2,2,,,2,,,,,3,1,,,,1,1,7,2,,,,,,1,2,5,3,2,3,1,3,2,2,4,2,12,15,,1,2,2,,2,3,4,1,5,1,2,1,1,3,1,,,5,2,,4,1,3,,,6,,,,2,,,4,4,1,4,4,,,,,,,,2,1,4,,,,,,,,1,1,1,,5,,1,1,,,1,2,4,,,1,1,,,3,,3,,3,,,1,,1,,1,,1,,1,1,,3,,1,,2,2,,,2,1,,3,,5,3,1,,,,,0,,20,4,,,,,,2,,2,,,,1,1,,,,2,,770,9130,0,1,1,2,5,7,,3,2,2,2,2,2,,,1,2,6,,1,4,,2,,1,,,,,1,,,1,,,2,,,4,2,5,2,4,,1,4,4,1,4,,,0,,,,1,2,2,,3,1,1,2,1,1,2,2,2,2,1,1,,,,2,5,2,13007.5,13007.5,2,,1,1,2,2,2,2,,3,3,,2,4,,,,,,15,12,,,,,1,,,2,1,3,,,11,2,5,,,3,1,2,,1,4,3,3,3,2,,2,,56,,2,2,1,4,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,2,2,2,,,,3,,,,0,1,2,4,,,,2,,,0,2,4,2,,,,,,,1,,300,0,1,0,2,,,,4,1,2,2,,,,,,52,,,2007,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,4,2,4,,,,1,4,2,,,2,6,,,1,1,13,0,,1,4,,
16,56,1,1,16,2,6,12,14,36.4,17551.25,49882.5,1,0,1,2,1,1,2014,1958,37.6,24.1,17.1,3,4,,,,,,,,5,,,,2,1,,4,3,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,0,,,0,1,,,,1,2,1,2,,1,,,,1,2,6,3,,2,,4,2,,,3,2,2,1,,,,,,,,,2,,,1,1,1,2,2,2,2,1,2,3,2,3,3,3,2,3,2,3,,2,3,2,,,6,2,,,,,,,2,2,5,,3,,,1,2,2,2,1,,,2,,0,30,,,7,,15,2,2,1,2,2,,1,1,6,,,2,3,1,1,3,2,,2,,3,3,,4,2,3,3,3,1,1,3,4,,,2,2,,6,4,5,6,6,5,,4,2,,,,,,,,2,,2,2,1,,3,1,66,5,5,1,6,1,5,2,5,5,,,3,1,1,1,1,,1,2,1,,14,,2,1,6,,4,1,1,5,1,,0,1,1,,,,4,3,2,3,2,2,2,4,1,3,12,20,,1,2,2,,2,2,4,2,5,1,1,1,2,2,1,3,3,3,1,4,2,5,4,2,,5,1,2,2,2,2,,5,5,1,5,5,,,,,,,,3,3,6,1,2380,,,,2,8800,3,2,3,,1,1,1,1,1,2,2,4,5,14,7,1,1,0,2,3,3,3,,1,,3,1,,1,,1,,3,,1,2,,3,,2,,2,2,3,,1,2,2,1,,5,5,2,,,100,0,0,,10,3,,1,,,,,,1,4,,,1,1,3,,,,2,7790,9720,0,1,3,2,1,1,2,6,1,4,1,4,2,,,2,1,3,14,,4,,2,,1,,,,,1,,,1,,,1,,,6,3,5,2,1,,1,2,1,2,4,3,2,0,2,4,4,2,2,3,1,1,1,1,2,2,2,3,2,2,2,2,1,,,,2,5,2,31927.5,11233.75,2,,1,1,1,2,2,2,,1,3,2,1,6,,,,,2,14,11,,1,2,1,2,1,1,2,2,5,,,,2,5,2,,3,3,3,,1,0,3,3,3,2,,3,,56,1,5,6,6,6,1,,1,,1,,2,40,,6670,,,,4,,,,5240,,2,2,,2,2,1,,,4,,2,1,2,2,2,2,2,2,1,,,2,0,1,1,3,3,,4,2,2,3,6,2,4,0,,3,,1,10,,1,,200,2,1,0,1,4,,,5,2,1,1,,,3,,,40,210,,1977,2,2,1,2,2,2,3,2,2,1,1,1,2,2,1,2,2,1,2,,2,,3,3,4,4,2,3,,4,4,2,4,1,1,2,2,1,1,2,21,0,,2,4,5,
17,51,2,3,13,1,12,12,,24.2,60967.5,60967.5,1,,,,,2,2014,1963,,23.3,39.7,3,,2,2,2,2,2,,2,,,4,4,2,2,2,,1,,,,,,,,,,,,,,,,,,,,2,3,8,4,4,0,,,2,2,,2,2,2,2,,4,,3,1,,,,2,,3,,1,9,9,,,,,4,4,,,,5,5,5,2,,,1,,2,1,1,,,2,1,3,2,,1,2,2,3,2,2,4,2,,,,4,,,2,,,,70,70,,,,3,,,2,,,,2,,,2,,2,,,2,1,1,,39,,,2,,,,,2,2,2,,1,,2,1,,,1,,20,1,,,,,,1,2,,2,,,,,2,2,1,,,,,6,2,5,4,2,4,4,1,4,4,1,4,,,,2,,1,,1,,,1,1,,,1,4,1,1,7,7,12,13,1,,,,,,,7,,1,3,1,20,,,1,1,3,1,4,,,,,,,,,,,,,,,,2,9,21,,2,2,1,,2,1,,,,1,2,1,2,3,2,,,,,,,,,,4,2,,,,,,10,,,,,,1,1,2,1,1,1,1,,,,1,5280,,,,,4760,,,,5,3,,,,1,2,,,,,,3,1,,,,,,3,,3,3,,,,1,,1,,1,1,,3,,1,,3,2,1,,1,3,2,1,,3,,5,2,7,4,,,,9,,1,7,,1,,,,,1,2,36,4,,1,,2,2,,,770,9620,8,,1,1,,,,1,,,,,2,7,1,,1,6,,,,2,1,4,2,4,4,2,2,2,4,1,,2,4,2,7,7,7,,5,1,,4,1,,2,,,1,1,0,,,,,,,,,,,,,,,,,,,1,4,2,3,1,9,5,39022.5,39022.5,2,2,0,8,,1,1,1,1,1,3,,1,,4,7,2,2,,21,12,,,,,3,1,,2,1,5,,,,3,,,,5,,,2,,,,,,,2,6,4,56,,,,,,,7,,,,,,,,,1,2,2,1,2,2,2,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,2,2,,2,,2,,,,1,4,0,1,,4,,,,,,,0,,0,2,,,,,,1,1,7,7,,1,,52,,,1978,2,2,2,2,2,1,,2,,,,,,,,,,,1,3,2,,,,,,,,1,3,,2,,,2,2,,,,,,,1,2,4,,
18,46,1,1,13,1,12,12,,37.6,158656.952,160742.2178,1,1,1,,,1,2014,1968,,53.9,80.7,0,,2,1,1,2,2,1,2,,,2,3,1,1,3,,3,,,,,,,,,,,,,,,,,,,,2,3,0,4,4,0,,,1,3,,2,,3,1,,4,,2,1,,,,4,,3,,2,1,9,,,,,4,4,5,,4,4,4,4,2,,,1,,2,2,3,,,1,2,3,2,1,,3,1,1,1,1,2,3,,,,4,,,2,7,7,7,,,,,,3,,,3,,,,1,1,,1,1,1,,,2,2,4,,24,,,1,,,,,1,9,2,,2,,1,1,,,2,,75,1,,,,,,1,3,,2,,,,,3,2,1,,,,,2,2,2,2,1,4,4,4,4,4,2,5,,,,2,,2,,1,,,4,1,,,3,3,3,2,4,3,1,4,1,,,,,,,6,,1,1,1,55,,,2,2,1,2,4,,,,,3,3,,,,,,,,,,3,12,25,,2,3,2,,3,2,,,,2,2,1,2,2,2,,,,,,,,,,4,6,,,,2,,5,,,,,,2,2,2,2,2,2,2,,,,1,.b,,,,,1006,,,,4,5,,,,1,2,,,,,,2,2,,,,,,2,,2,2,,,,2,,1,,1,1,,1,,1,,1,,2,,2,1,1,,,1,,5,1,7,4,,2,,2,,4,5,,5,,,,,2,,,5,,1,,2,2,,,7070,6660,2,,2,1,,,,3,,,,,1,2,2,,2,3,,,,2,2,2,1,2,1,2,4,1,4,2,1,4,4,2,2,6,4,,5,2,,4,,,6,,,,,0,,,,,,,,,,,,,,,,,,,1,1,1,1,2,5,,134817.4399,132148.0739,2,2,1,1,,4,2,4,1,4,5,,1,,1,5,1,2,,25,12,,,,,1,1,,2,1,5,,,,2,6,,,3,,,2,,,,,,,2,0,3,56,,,,,,3,6,,,,,,,,,1,1,1,,1,1,1,,,,2,,,,,,,,,,,,,,,,,,,1,,0,,1,3,,2,,1,,,,2,4,,,,4,,,,,,,0,2,0,2,,,,,,2,2,1,6,,8,,52,,,1987,2,2,2,2,2,1,,,,,,,,,,,,,2,,1,4,,,,,,,1,2,,2,,,1,1,,,,,,,2,2,4,,
19,51,1,1,14,,,9,12,20.9,15703.75,20322.5,0,,0,1,,2,2014,1963,25,,26.1,2,,,,,,,,,,,7,1,2,2,4,4,2,1,1,,,,,,,,,,,,,,,,,2,2,2,5,3,4,0,2,,1,2,,1,1,1,,2,4,,3,1,,,2,2,1,2,,2,,,,,,,2,,,,,,,,1,2,1,2,1,1,2,2,3,2,1,2,3,3,1,2,3,1,1,1,1,4,2,2,2,,2,,,2,5,9,8,10,,2,2,,,,3,2,2,2,2,2,,4,1,1,2,1,0,2,1,4,,25,2,2,2,2,2,,,1,8,1,2014,1,3,1,5,4,3,,3,75,1,2,4,,1,3,1,3,,2,,2,,,1,2,,,,,,6,2,5,4,2,4,4,2,4,3,,4,1,,2,2,2,,3,1,68,,5,1,,,5,2,3,1,7,7,3,1,3,1,1,201205,3,2,2,7,0,,2,1,50,,3,2,1,2,2,,0,1,2,,2,,,,,,,,,,,3,12,15,2,1,2,1,,2,1,5,,6,1,1,1,1,2,2,3,3,,,3,,,,2,3,3,1,1,2,,2,5,,,,5,,,,,,,,,2,4,,3,2490,,,,2,8100,2,2,1,,1,1,3,1,1,2,,2,,0,0,1,1,3,2,,,,3,,2,2,,1,,1,,1,,1,1,,1,,1,,1,2,2,,1,1,1,2,,3,1,3,2,5,4,1,,0,9986,9,1,7,2,1,,,,,1,2,,5,,1,1,,3,,2,,,8,,1,1,1,3,1,4,,,,,,7,2,,2,6,0,,2,,2,2,1,1,1,2,4,2,3,2,,2,4,1,1,7,3,,5,1,,1,1,,2,2,2,,2,0,2,2,2,,,,1,,,,,,,,2,1,2,1,2,4,,,2,5,2,13007.5,10051.25,1,3,1,5,1,1,2,2,4,4,3,2,2,,4,7,,,1,13,11,,1,1,1,2,2,1,1,1,3,,,1,2,6,2,,7,,,3,1,5,3,3,3,,,5,1,56,2,7,5,4,1,,7,2,,1,,2,40,,3960,,,,1,,,,7750,,2,2,,2,2,1,2,,1,,2,2,2,2,2,2,2,2,,3,,1,0,1,4,2,2,1,3,2,2,3,2,1,4,0,3,1,3,1,10,,1,,,0,1,0,,30,,,,,2,1,6,6,2,4,,52,170,,,2,2,2,2,2,1,,1,2,1,2,2,2,2,2,2,2,2,1,3,2,,2,5,4,6,2,2,1,3,5,2,1,1,2,1,3,5,1,,3,0,,2,4,0.75,200
20,39,2,3,8,,12,13,,14,4803.5,5542.5,0,1,1,,,2,2014,1975,,28.7,,2,,1,1,1,1,1,1,1,,,1,2,1,2,,,1,,,,,,,,,,,,,,,,,,,,2,,8,4,4,1,,,,3,,2,1,2,1,1,,,2,2,,,,4,,3,,3,5,7,,,,,4,5,4,,4,4,4,5,2,,,1,,2,2,2,,,1,2,1,2,3,3,2,3,3,2,2,3,1,,,,1,,,2,,,,70,70,,,,2,,,4,,,,1,,,3,1,3,,,2,2,6,,17,,,,,,,,,,2,,2,,2,0,,,2,,20,1,,,,,,3,5,,2,,,,2,2,2,1,,,,,6,1,2,4,2,4,4,1,4,4,1,,,,,1,,1,,1,,,5,1,,,5,3,5,2,,5,2,2,2,,,,,,,7,,4,2,1,38,,,,,,,4,,,,,1,1,,,,,,,,,,3,7,7,,2,1,3,,2,2,,,,2,3,2,2,3,2,,,,,,,,,,4,3,,,,2,,2,,,,,,2,1,2,2,2,1,2,,,,2,,,,,,,,,,2,3,,,,2,,,,,,,3,1,,,,,,2,,2,3,,3,,3,,2,,2,2,,2,,2,,3,2,2,,2,2,2,3,,2,,5,2,7,,,,,25,,1,7,,,,,,,1,2,,4,,1,,2,2,,,770,6230,8,,3,1,,,,1,,,,,1,7,3,,1,6,,,,2,2,3,2,3,4,4,1,2,4,3,2,4,4,2,7,7,4,,2,2,,4,1,,2,,,,,0,,,,,,,,,,,,,,,,,,,2,4,2,3,2,5,4,3547.5,3074.5,2,3,2,4,,11,11,1,4,1,6,,1,,4,7,1,2,,6,6,,,,,2,2,,2,2,4,,,,3,,,,4,,,2,,,,,,,2,2,4,56,,,,,,,5,,,,,,,,,2,2,1,1,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,2,,0,,5,3,,2,,1,,,,2,4,0,2,,4,,,,,,,0,2,0,,,,,,,2,2,1,7,,1,,52,,,,1,2,2,2,2,2,,2,,,,,,,,,,,1,3,1,4,,,,,,,1,4,,2,,,2,1,,,,,,,1,2,4,,
